일자,기업명,분야,투자금,단계,투자사
2019-04-29,스윙비,클라우드 인사관리 소프트웨어,80억원,,"삼성벤처투자, 아비바, 윌든 인터내셔널, 빅베이슨캐피털, 베이스인베스트먼트"
2019-04-29,올거나이즈,기업용 자연어 처리,38억원,시리즈A1,"스파크랩벤처스, 글로벌브레인, 베이스인베스트먼트, 라구나인베스트먼트, 패스트인베스트먼트 글로벌브레인"
2019-04-29,부루구루,식음료,비공개,프리시리즈A,"IBK기업은행, 바른컴퍼니"
2019-04-30,바이앤어스,의료정보 공유 플랫폼,비공개,,서울투자파트너스
2019-05-02,엑스트라이버,해외 패키지여행 가격비교 플랫폼,71억원,시리즈B,"DS자산운용, 카카오벤처스, KT인베스트먼트"
2019-05-03,아보카도랩,로보틱 키친,비공개,,"스프링캠프, 퓨처플레이"
2019-05-07,페스카로,자동차 사이버 보안,비공개,,현대기술투자
2019-05-07,센드버드,메시징 솔루션,585억원,,타이거글로벌매니지먼트
2019-05-07,눔,모바일 헬스케어,675억원,,"세콰이어캐피탈, 아글레벤처스, 얀 쿰, 토니 수, 조쉬 쿠슈너, 스쿠터브론, 프레드 어삼, 삼성벤처투자"
2019-05-07,생활연구소,홈클리닝 플랫폼,60억원,,"KTB네트워크, 마그나인베스트먼트, 디쓰리쥬빌리파트너스,"
2019-05-07,어웨어,실내공기 측정기,100억원,,"웨슬리그룹, 알토스벤처스, 에머슨일렉트릭, 아이로봇, 누오보캐피털"
2019-05-08,마켓보로,B2B 식자재 유통 플랫폼,30억원,시리즈A,"나우아이비캐피탈, 지에스에이프라이빗에쿼티, 더터닝포인트"
2019-05-13,트렌비,이커머스,10억원,,한국투자파트너스
2019-05-13,스마트레이더시스템,자율주행 레이더 개발,48억원,시리즈A,"카카오벤처스, 뮤렉스파트너스, 에버그린투자파트너스, 현대투자파트너스, 헤미벤처스"
2019-05-14,삼손컴퍼니,탈모 전문 중개 플랫폼,비공개,시드,매쉬업엔젤스
2019-05-15,와디즈,라이프스타일 투자 플랫폼,310억원,시리즈C,"네오플럭스, 디에스자산운용, 한국투자파트너스, 스마일게이트인베스트먼트, 스틱벤처스, L&S벤처캐피타"
2019-05-16,의식주컴퍼니,모바일 세탁 서비스,65억원,시리즈A,"소프트뱅크벤처스, 알토스벤처스, 하나벤처스"
2019-05-16,테라,블록체인,113억원,,루엑스벤처스
2019-05-17,애드히어로,인플루언서 플랫폼,5억원,,엔젤투자자
2019-05-17,한국신용데이터,중소사업자 경영관리 솔루션,비공개,,"쿼드자산운용, 신한카드"
2019-05-17,브리지,골프데이터 분석,비공개,시드투자,뉴패러다임인베스트먼트
2019-05-21,마이마부,중고차 구매 동행,비공개,,IBK 기업은행
2019-05-21,쩍컴퍼니,풋살 브랜드 운영,비공개,,ISU-AJ 투자조합
2019-05-22,어메이즈VR,VR 콘텐츠 제작 유통 플랫폼,84억원,시리즈A,"미래에셋-네이버 신성장투자조합, 미래에셋벤처투자, LG테크놀로지벤처스, 타임와이즈인베스트먼트, 스마일게이트인베스트먼트"
2019-05-22,큐라움,의료기기,7억원,,"고려대 기술지주회사, 전북지역대학연합기술지주회"
2019-05-22,패브릭타임,AI기반 원단 판매 플랫폼,21억원,시리즈A,"KB인베스트먼트, 두나무앤파트너스"
2019-05-22,마이셀럽스,인공지능,150억원,시리즈C,"DS자산운용, 삼성증권, 미래에셋, 한국투자증권"
2019-05-23,미니스쿨,실시간 캐릭터 화상학습 플랫폼,비공개,,베트남 교육기업 이그룹
2019-05-24,마켓컬리,모바일 프리미엄 마트,350억원,시리즈D,힐하우스 캐피탈
2019-05-24,데이터블,인플루언서 마케팅,30억원,시리즈A,"티에스인베스트먼트, 케이클라비스인베스트먼트"
2019-05-28,데이터드리븐,에듀테크,비공개,시드,스프링캠프
2019-05-29,큐익스프레스,물류,600억원,,크레센도에쿼티파트너스
2019-05-29,작심,독서실 스터디 카페,150억원,,베이스인베스트먼트
2019-05-29,직톡,외국어 학습 특화 SNS,비공개,,BW.com
2019-05-29,사운드짐,오디오 기반 피트니스 서비스,비공개,시드,매쉬업엔젤스
2019-05-30,앤유,MMORPG 게임,98억원,시리즈B,"카카오벤처스, 대성창업투자, DSC인베스트먼트, 아이디어브릿지파트너스, 메이플투자파트너스, 유안타증권, 어니스트벤처스"
2019-05-30,웰스케어,스마트헬스케어 디바이스,비공개,프리시리즈A,신용보증기금
2019-06-01,아샤그룹,미디어커머스,50억원,시리즈B,"메가인베스트먼트, 산업은행, 기업은행"
2019-06-01,파이온코퍼레이션,동영상 광고 자동 솔루션,비공개,지원금,팁스
2019-06-03,이디엄,빅데이터플랫폼,10억원,시리즈A,우리은행
2019-06-03,아하,보상형 Q&A,5억원,,프라이머사제파트너스
2019-06-04,버핏서울,온오프라인 그룹 운동 플랫폼,15억원,,"컴퍼니케이파트너스, 카카오벤처스"
2019-06-05,에이블리,셀럽마켓 모음앱,70억원,시리즈A,"LB인베스트먼트, 코오롱인베스트먼트"
2019-06-09,더맘마,유통 POS 프로그램,비공개,,엘마트
2019-06-11,야놀자,글로벌 여가 플랫폼,2130억원,시리즈D,"싱가포르투자청, 부킹홀딩스"
2019-06-11,미디어자몽,1인미디어 MCN 비즈니스,비공개,시리즈A,프라이머사제파트너스
2019-06-11,애드인텔리전스,AI광고분석솔루션,비공개,,
2019-06-11,컨트롤클로더,의류생산플랫폼,비공개,,옐로우독
2019-06-12,자란다,아이돌봄매칭플랫폼,31억원,시리즈A,"우리은행, 대교인베스트먼트, 디캠프, 하나은행, 카카오벤처스, 500스타트업"
2019-06-13,시그마체인,SNS 블록체인 플랫폼,10억원,,뉴패러다임인베스트먼트
2019-06-13,삼손컴퍼니,탈모 전문 모바일 O2O 플랫폼,비공개,시드,디지털헬스케어파트너스
2019-06-13,피움랩스,스마트디퓨저,1억원,,넥스트드림엔젤클럽
2019-06-13,아토리서치,클라우드,65억원,시리즈B,"삼성벤처투자, 미래에셋벤처투자-코스콤, 하나은행"
2019-06-14,코나투스,자발적 동승 플랫폼,12억원,,"티비티, 본엔젤스, 스파크랩벤처스"
2019-06-14,애드저스트,사이버 보안 솔루션,2688억원,,"Eurazeo Growth, Highland Europe, Morgan Stanley Alternative Investment Partners, Sofina"
2019-06-14,같다,모바일 폐기물 수거 플랫폼,비공개,,IBK
2019-06-15,숨고,전문가 매칭 플랫폼,125억원,시리즈B,"IMM인베스트먼트, IM벤처스, 데브시스터즈벤처스, 스트롱벤처스, 와이콤비네이터, 에이티넘인베스트먼트, TBT"
2019-06-18,슈퍼브에이아이,AI,24억원,시드,"듀크대, 뮤렉스파트너스, KT인베스트먼트, 페가수스테크벤처스"
2019-06-18,커넥팅,실시간 통화 매칭 서비스,비공개,시드,매쉬업엔젤스
2019-06-18,어반베이스,3D 공간데이터 플랫폼,비공개,,우미건설
2019-06-19,제놉시,암 진단 바이오기술,100억원,시리즈A,뉴플라이트 외 다수
2019-06-21,프딩,촬영 중개 플랫폼,비공개,,"더피치, 로아인벤션랩"
2019-06-21,힛더티,티 전문 브랜드,비공개,프리시리즈A,"미시간벤처캐피탈, 블랭크코퍼레이션"
2019-06-21,나인탭,캐주얼 게임 퍼블리싱,20억원,프리시리즈A,"패스트인베스트먼트, 스탠드컴퍼니"
2019-06-24,피유엠피,마이크로 모빌리티 공유 플랫폼,60억원,,"알펜루트자산운용, 코어인베스트먼트, 썬앤트리자산운용, 캡스톤파트너스"
2019-06-24,바로고,근거리 물류 IT 플랫폼,120억원,시리즈B,"타임폴리오자산운용, 타임와이즈인베스트먼트, 기술보증기금, 신한캐피탈"
2019-06-24,블루엠텍,의약품 커머스 플랫폼,비공개,,뉴패러다임인베스트먼트
2019-06-24,마카롱팩토리,모바일 자동차 통합관리,10억원,,카카오벤처스
2019-06-25,어픽스,중고거래 플랫폼,13억원,,"대교인베스트먼트, 미시간벤처캐피탈, 한국과학기술지주"
2019-06-25,케어마인드,성형케어 플랫폼,비공개,시드,매쉬업엔젤스
2019-06-25,테라,블록체인 핀테크,비공개,,율리시스 캐피털
2019-06-26,지레이,의료용 엑스레이 진단 영상,비공개,,블루포인트파트너스
2019-06-26,마도로스,해양레저 스타트업,50억원,,"코어자산운용, 나이스에프엔아이"
2019-06-26,팀오투,렌트카 기반 차량 공유 앱,비공개,시리즈A,중소기업창업투자회사 TBT
2019-06-27,부루구루,콤부차 브랜드,5억원,,"HGI, SW인베스트먼트"
2019-06-27,청소연구소,홈클리닝 플랫폼,40억원,,알토스벤처스
2019-06-27,원키,음파 기반 스마트폰 키,비공개,,현대자동차 제로원 액셀러레이터
2019-06-27,로얄크로우,게임 전문 개발,14억원,,로얄크로우
2019-06-27,테이스티나인,프리미엄 가정간편식,16억원,시리즈A,두나무앤파트너스
2019-06-28,핏펫,펫테크,53억원,시리즈A,"LB인베스트먼트, 미래에셋캐피탈, 삼성벤처투자, 스프링캠프"
2019-06-30,올리브유니온,보청기,120억원,시리즈A,리타리코
2019-07-01,스낵포,사무실 간식 큐레이션,비공개,,농심
2019-07-01,레몬헬스케어,모바일헬스케어,100억원,시리즈B,"신한은행, 신한금융투자, 신한캐피탈, KDB산업은행, 네이버펀드"
2019-07-01,어라운드어스,구인구직플랫폼,8억8000만원,시드,"신한캐피탈, 신한금융투자, 은행권청년창업재단"
2019-07-01,신테카바이오,유전체 빅데이터 기반 AI 신약개발,200억원,시리즈C,"유한양행, 알토스벤처스, KB증권, 새한창투, 타임와이즈인베스트먼트 드"
2019-07-02,유커넥,MCN 마케팅 자동화 플랫폼,비공개,프리시리즈A,대교인베스트먼트
2019-07-02,글로우서울,도시재생,60억원,,NICE에프앤아이
2019-07-02,원티드,지인추천 채용 플랫폼,100억원,,"에이티넘인베스트먼트, 컴퍼니케이파트너스, IBK기업은행, 한국투자증권, 미래에셋벤처투자"
2019-07-03,아드리엘,광고 대행 플랫폼,50억원,시리즈A,"한국투자파트너스, 우아한형제들, BA파트너스"
2019-07-03,KST모빌리티,모빌리티,50억원,,현대기아차
2019-07-04,메디스태프,의사전용 보안 메신저,비공개,,"케어랩스, 라이프시맨틱스"
2019-07-05,에바,전기차 충전기,비공개,시드,슈미트
2019-07-08,와이낫미디어,뉴미디어 콘텐츠,105억원,시리즈B,"KB인베스트먼트, KTB네트워크, SL인베스트먼트, 화이인베스트먼트, ID벤처스"
2019-07-08,우진FS,농업회사법인,비공개,프리시리즈A,뉴패러다임인베스트먼트
2019-07-08,어썸레이,초소형 X-선 발생장치 개발,22억원,,"카카오벤처스, 서울대기술지주, 디캠프, 베이스인베스트먼트"
2019-07-09,카펜스트리트,3D모델 오픈플랫폼,비공개,,스프링캠프
2019-07-09,써모랩코리아,친환경 콜드체인 패키징,10억원,프리시리즈A,쿨리지코너인베스트먼트
2019-07-09,직방,프롭테크,1600억원,,"골드만삭스PIA, 알토스벤처스, 스톤브릿지캐피탈, DS자산운용, 유안타인베스트먼트"
2019-07-09,펫트너,펫테크,비공개,시드,킹슬리벤처스
2019-07-09,마이페어,해외박람회 플랫폼,비공개,,프라이머
2019-07-09,헤어수트매치,스타일가발,비공개,시드,매쉬업엔젤스
2019-07-09,더데이식스,펫테크,비공개,,빅베이슨캐피탈
2019-07-09,하이퍼하이어,인도현지 HR 솔루션,비공개,,스프링캠프
2019-07-10,클리버,한우 유통,20억원,,하나벤처스
2019-07-10,와들,AI소셜벤처,비공개,시드,스프링캠프
2019-07-10,알티비피얼라이언스,도시재생,20억원,시리즈A,쿨리지코너인베스트먼트
2019-07-11,마보주식회사,헬스케어,1억원,,디지털헬스케어파트너스
2019-07-11,옴니어스,패션AI,30억원,시리즈A,"퀀텀벤처스코리아, 인라이트벤처스코리아 등"
2019-07-11,집토스,프롭테크,비공개,시리즈A,"더웰스인베스트먼트, 유니온투자파트너스, 메가인베스트먼트"
2019-07-12,앞뜰컴퍼니,도시재생,비공개,,브이에스스타 개인투자조합 1호
2019-07-12,아레나에이,융복합 콘텐츠,비공개,,브이에스스타 개인투자조합 1호
2019-07-15,에멘탈,금융관리 서비스,15억원,,웹케시
2019-07-15,일루넥스,기업기술 매칭 서비스,비공개,,브이에스스타 개인투자조합 1호
2019-07-16,셀렉트스타,AI기반 데이터 플랫폼,4억원,,카카오벤처스
2019-07-17,하얀마인드,에듀테크,6억5000만원,,"메가인베스트먼트, 스프링캠프, 윤민창의투자재단"
2019-07-17,컨티뉴,콘텐츠 머천다이징 플랫폼,비공개,,브이에스스타 개인투자조합 1호
2019-07-17,이벤터스,행사 지원 플랫폼,비공개,,프리시리즈A
2019-07-17,유디니,여행 후기 플랫폼,비공개,,스프링캠프
2019-07-17,마인트,취미레슨플랫폼,비공개,,스프링캠프
2019-07-18,패스트파이브,프롭테크,390억원,,"IMM인베스트먼트, 에이티넘인베스트먼트, 프리미어파트너스, KB인베스트먼트, SBI인베스트먼트, 하나벤처스, 신한은행 등"
2019-07-19,롤큐,게임 전문 엔터테인먼트,비공개,,샌드박스네트워크
2019-07-22,핀다,핀테크,45억원,시리즈A,"인터베스트, 메가인베스트먼트, 우리은행, 스트롱벤처스, 쿠콘"
2019-07-22,플링크,API 페이지콜 개발,15억원,,"스프링캠프, 비하이인베스트먼트"
2019-07-22,과탑,오프라인 과외 매칭 서비스,비공개,,네오플라이
2019-07-23,해빗팩토리,인슈어테크,10억원,,세마트랭스링크인베스트먼트
2019-07-23,그로퍼스,인도 온라인 식료품,2357억원,,"KTB네트워크, 소프트뱅크 비전펀드, 세콰이아캐피탈, 타이거글로벌"
2019-07-23,케어투게더,간병인 보호자 매칭 플랫폼,비공개,,디지털헬스케어파트너스
2019-07-23,잇마플,환자용 간편식 정기배송,5억원,,"나우아이비캐피탈, 프라이머"
2019-07-23,하이퍼리즘,알고리즘 트레이딩,비공개,시리즈A,"VIP자산운용, 카카오인베스트먼트, 스프링캠프"
2019-07-23,포포네,사용자 후기 기반 패션 앱,비공개,,베이스인베스트먼트
2019-07-23,위드어스게임즈,게임,비공개,시드,매쉬업엔젤스
2019-07-24,펫피플,반려동물 돌봄,비공개,,스프링캠프
2019-07-24,어반플레이,로컬 프롭테크,26억원,시리즈A,"뮤렉스파트너스, SL인베스트먼트, 블루포인트파트너스, 한국벤처투자"
2019-07-24,비트센싱,레이더 센서 기술 개발,10억원,,"SJ파트너스, 한국과학기술지주, 스파크랩스"
2019-07-24,캐치잇플레이,에듀테크,35억원,시리즈A,"SV인베스트먼트, 한화투자증권"
2019-07-26,로앤컴퍼니,리걸케트,140억원,시리즈B,"쿨리지코너인베스트먼트, DSC인베스트먼트, 대교인베스트먼트, 스프링캠프, D3쥬빌리파트너스, 프리미어파트너스, 스마일게이트인베스트먼트, DS자산운용, 신한대체투자운용, 지앤텍벤처투자 "
2019-07-26,씨알이코리아,온라인 부동산감정평가,비공개,,뉴패러다임인베스트먼트
2019-07-29,빅펄,인플루언서 마케팅 플랫폼,비공개,,스프링캠프
2019-07-29,가이드라이브,패키지여행 상품 기획,비공개,,마이리얼트립
2019-07-30,브리즘,3D 스캐닝 맞춤 안경,10억원,,"카카오벤처스, 본엔젤스벤처파트너스"
2019-07-30,모스테입스,콘텐츠,29억원,,라이언포지 애니메이션
2019-07-30,사랑과선행,고령식품 전문기업,15억원,,포스코기술투자
2019-07-30,그립,1인 커머스 플랫폼,35억원,,"한국투자파트너스, 네오플럭스"
2019-07-30,마카롱,온라인 뷰티 커머스 플랫폼,비공개,,매쉬업엔젤스
2019-07-30,웨이브코퍼레이션,영상통화 기반 콘텐츠 플랫폼,비공개,시리즈A,"TBT, SV인베스트먼트, 스파크랩벤처스"
